Dise No.,Rural / Urban,Year,Block Code,Block Name,Village Code,Village Name,Zonal Office,CRC Code,CRC No.,Pin Code,School Name,School Status Code,School Status,Management Code,Management Name,Category Code,Category Name,School Type Code,School Type Name,Lowest Class,Highest Class,Medium Code,Medium,Pre Primary Boys,Pre Primary Girls,Pre Primary Total,1 Boys,1 Girls,1 Total,2 Boys,2 Girls,2 Total,3 Boys,3 Girls,3 Total,4 Boys,4 Girls,4 Total,5 Boys,5 Girls,5 Total,6 Boys,6 Girls,6 Total,7 Boys,7 Girls,7 Total,8 Boys,8 Girls,8 Total,9 Boys,9 Girls,9 Total,10 Boys,10 Girls,10 Total,11 Boys,11 Girls,11 Total,12 Boys,12 Girls,12 Total,1_5 Boys,1_5 Girls,1_5 Total,6_8 Boys,6_8 Girls,6_8 Total,1_8 Boys,1_8 Girls,1_8 Total,9_12 Boys,9_12 Girls,9_12 Total,1_12 Boys,1_12 Girls,1_12 Total
27251400510,Urban,2012-13,272514,Aundh,272514005,DECCAN GYMKHANA,Ghole Road,2725140006,Aundh CRC No. 6,411004,ANDHRA HIGHSCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,6,3,0,3,2,0,2,0,0,0,0,0,0,0,0,0,1,5,6,1,5,6,5,0,5,6,5,11
27251400511,Urban,2012-13,272514,Aundh,272514005,DECCAN GYMKHANA,Ghole Road,2725140006,Aundh CRC No. 6,411004,ANKUR VIDYAMANDIR,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,5,1,6,8,3,11,8,2,10,1,4,5,5,2,7,3,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,12,39,4,1,5,31,13,44,0,0,0,31,13,44
27251400601,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411038,PMC 74 G PAUDPHATA,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,21,33,54,14,19,33,13,6,19,16,16,32,21,17,38,16,12,28,16,11,27,14,13,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,70,150,30,24,54,110,94,204,0,0,0,110,94,204
27251400602,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411037,PMC 74G ENG MED.,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,118,76,194,40,25,65,62,20,82,24,20,44,17,11,28,10,11,21,5,5,10,15,2,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,87,240,20,7,27,173,94,267,0,0,0,173,94,267
27251400603,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411052,DNYANDA NUTAN BALVIKAS,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,40,41,81,29,15,44,27,25,52,43,19,62,38,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137,81,218,0,0,0,137,81,218,0,0,0,137,81,218
27251400604,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411052,D.R.NAGARKAR PRASHALA,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,18,61,35,16,51,42,24,66,40,24,64,49,17,66,35,13,48,0,0,0,0,0,0,43,18,61,117,64,181,160,82,242,84,30,114,244,112,356
27251400605,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411052,PALKAR PRATHMIK VID,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,47,10,57,33,18,51,35,14,49,39,17,56,38,15,53,29,16,45,28,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,74,266,57,30,87,249,104,353,0,0,0,249,104,353
27251400606,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411038,CHAITANYA ENG. MED.,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,4,19,English,115,86,201,24,12,36,22,19,41,14,11,25,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,46,116,0,0,0,70,46,116,0,0,0,70,46,116
27251400607,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411038,ABHINAV ENG. MED. SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,116,122,238,114,122,236,121,115,236,109,127,236,126,115,241,108,131,239,120,121,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586,601,1187,228,252,480,814,853,1667,0,0,0,814,853,1667
27251400608,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411004,SEVASADAN ENG. MED. SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,120,120,240,38,42,80,28,52,80,37,43,80,40,37,77,43,37,80,37,43,80,49,31,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,211,397,86,74,160,272,285,557,0,0,0,272,285,557
27251400609,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411038,SHAMRAO KALMADI PRI,0,Operational,20,Permanent Unaided,1,Primary,3,Co-Education,1,5,19,English,435,211,646,123,103,226,104,122,226,113,112,225,118,105,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,458,442,900,0,0,0,458,442,900,0,0,0,458,442,900
27251400610,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411038,SHAMRAO KALMADI SEC,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,98,223,110,125,235,129,105,234,148,92,240,134,107,241,117,111,228,0,0,0,0,0,0,125,98,223,387,322,709,512,420,932,251,218,469,763,638,1401
27251400611,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411004,SEVASADAN ENG MED HIGH,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,50,79,46,32,78,40,38,78,0,0,0,0,0,0,0,0,0,29,50,79,29,50,79,86,70,156,115,120,235
27251400612,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411030,SHRI SHRI RAVISHANKAR VIDYA MANDIR,1,Closed,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27251400613,Urban,2012-13,272514,Aundh,272514006,D. MANGESHKAR HOSPITAL,Warje - Karve Nagar,2725140006,Aundh CRC No. 6,411052,G. R. PALKAR SECONDARY SCHOOL MARATHI,0,Operational,8,Un-Recognised,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,38,23,10,33,8,2,10,0,0,0,0,0,0,0,0,0,26,12,38,26,12,38,31,12,43,57,24,81
27251400701,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC 107 B,0,Operational,17,MNC,1,Primary,3,Co-Education,1,5,10,Marathi,12,10,22,3,3,6,20,9,29,16,20,36,28,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,54,121,0,0,0,67,54,121,0,0,0,67,54,121
27251400702,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC 90 B,0,Operational,17,MNC,2,Primary with Upper Primary,1,Boys,1,7,10,Marathi,19,13,32,29,0,29,27,0,27,33,0,33,42,0,42,53,0,53,51,0,51,58,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,184,109,0,109,293,0,293,0,0,0,293,0,293
27251400703,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC 57 G,0,Operational,17,MNC,2,Primary with Upper Primary,2,Girls,1,7,10,Marathi,9,16,25,0,30,30,0,27,27,0,36,36,0,42,42,0,70,70,0,64,64,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,205,0,135,135,0,340,340,0,0,0,0,340,340
27251400704,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,PMC 110 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,18,Urdu,7,33,40,7,18,25,11,15,26,8,23,31,5,26,31,0,16,16,8,15,23,6,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,98,129,14,28,42,45,126,171,0,0,0,45,126,171
27251400705,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,GANPATRAO GOLE PMC SECONDARY SCH,0,Operational,17,MNC,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,48,38,17,55,14,21,35,0,0,0,0,0,0,0,0,0,8,40,48,8,40,48,52,38,90,60,78,138
27251400706,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,GOPALKRISHNA PRI,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,35,42,77,31,35,66,30,26,56,21,25,46,30,43,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,129,241,0,0,0,112,129,241,0,0,0,112,129,241
27251400707,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,AKSHARNANDAN PRI,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,37,36,73,23,18,41,18,21,39,18,23,41,20,22,42,18,22,40,19,21,40,20,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,106,203,39,43,82,136,149,285,0,0,0,136,149,285
27251400708,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411019,AKSHRANANDAN SECONDARY,0,Operational,19,Unaided,8,Secondary Only,3,Co-Education,8,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,42,19,22,41,19,22,41,0,0,0,0,0,0,0,0,0,26,16,42,26,16,42,38,44,82,64,60,124
27251400709,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,VIDYABHAVAN PRI,0,Operational,19,Unaided,1,Primary,3,Co-Education,1,4,19,English,126,91,217,72,54,126,69,55,124,68,51,119,72,53,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,213,494,0,0,0,281,213,494,0,0,0,281,213,494
27251400710,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,VIKHE PATIL SEC SCHOOL,0,Operational,19,Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,51,120,61,55,116,54,63,117,0,0,0,0,0,0,0,0,0,69,51,120,69,51,120,115,118,233,184,169,353
27251400711,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,BHARATI VIDYABHAVAN PRI,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,241,202,443,91,71,162,86,76,162,87,75,162,93,67,160,87,73,160,87,64,151,89,73,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,362,806,176,137,313,620,499,1119,0,0,0,620,499,1119
27251400712,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,VIDYA BHAVAN HIGHSCHOOL,0,Operational,20,Permanent Unaided,7,Upper Pr. and Secondary,3,Co-Education,5,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,47,122,65,59,124,82,47,129,79,48,127,81,53,134,65,56,121,0,0,0,0,0,0,75,47,122,226,154,380,301,201,502,146,109,255,447,310,757
27251400713,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,BHARTI VIDYA BHAVAN SEC SCHOOL,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,79,159,83,77,160,84,67,151,0,0,0,0,0,0,0,0,0,80,79,159,80,79,159,167,144,311,247,223,470
27251400714,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,KILBIL PRI,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,281,183,464,102,59,161,110,62,172,88,64,152,95,62,157,84,52,136,92,49,141,66,38,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479,299,778,158,87,245,637,386,1023,0,0,0,637,386,1023
27251400715,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411006,VIKHE PATIL PRI,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,115,123,238,82,78,160,87,73,160,78,81,159,86,85,171,90,67,157,60,60,120,63,56,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,384,807,123,116,239,546,500,1046,0,0,0,546,500,1046
27251400716,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,KILBIL SECONDARY,0,Operational,20,Permanent Unaided,8,Secondary Only,3,Co-Education,8,10,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,29,88,69,40,109,42,38,80,0,0,0,0,0,0,0,0,0,59,29,88,59,29,88,111,78,189,170,107,277
27251400717,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411052,VIKHE PATIL JR. COLLEGE,0,Operational,20,Permanent Unaided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,57,41,33,74,0,0,0,0,0,0,0,0,0,75,56,131,75,56,131
27251400718,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411052,KILBIL JR. COLLEGE,0,Operational,20,Permanent Unaided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,4,9,13,0,0,0,0,0,0,0,0,0,11,18,29,11,18,29
27251400719,Urban,2012-13,272514,Aundh,272514007,GOKHALE NAGAR,Ghole Road,2725140004,Aundh CRC No. 4,411016,VIDYA BHAVAN JR. COLLEGE,0,Operational,20,Permanent Unaided,11,Higher Secondary only/Jr. College,3,Co-Education,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,104,170,61,88,149,0,0,0,0,0,0,0,0,0,127,192,319,127,192,319
27251400801,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411058,P.M.C.SCHOOL NO.101 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,24,26,50,0,43,43,0,29,29,0,35,35,0,46,46,0,27,27,0,30,30,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,180,0,61,61,0,241,241,0,0,0,0,241,241
27251400802,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411058,P.M.C.SCHOOL NO.205 B,0,Operational,17,MNC,2,Primary with Upper Primary,1,Boys,1,7,10,Marathi,0,0,0,34,0,34,41,0,41,43,0,43,28,0,28,33,0,33,39,0,39,29,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,179,68,0,68,247,0,247,0,0,0,247,0,247
27251400803,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,SAMRAT ASHOK VIDYAMANDIR 133 B,0,Operational,17,MNC,1,Primary,3,Co-Education,1,4,10,Marathi,38,45,83,63,41,104,86,35,121,79,45,124,65,44,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,165,458,0,0,0,293,165,458,0,0,0,293,165,458
27251400804,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,P.M.C. SCHOOL NO.3 G,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,27,43,70,0,54,54,0,74,74,0,71,71,0,73,73,0,96,96,0,89,89,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,368,0,179,179,0,547,547,0,0,0,0,547,547
27251400805,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,SAMRAT ASHOK VIDYAMANDIR 117 B,0,Operational,17,MNC,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,31,0,31,50,0,50,34,0,34,28,0,28,79,0,79,77,0,77,67,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,0,222,144,0,144,366,0,366,0,0,0,366,0,366
27251400806,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411028,PMC 117 B ENGLISH MEDIUM,0,Operational,17,MNC,1,Primary,3,Co-Education,1,4,19,English,75,54,129,16,17,33,8,4,12,6,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,23,53,0,0,0,30,23,53,0,0,0,30,23,53
27251400807,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,SHISHUVIHAR PRIMARY,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,0,124,124,0,61,61,0,52,52,0,51,51,0,66,66,0,62,62,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,354,0,110,110,0,464,464,0,0,0,0,464,464
27251400808,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,SARASWATI VIDYA MANDIR,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,83,34,117,78,26,104,69,23,92,78,16,94,82,26,108,77,24,101,83,20,103,91,20,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,115,499,174,40,214,558,155,713,0,0,0,558,155,713
27251400809,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,ADVANT PRATHMIK VIDYAMANDIR,0,Operational,4,Pvt. Aided,1,Primary,3,Co-Education,1,4,10,Marathi,0,0,0,0,132,132,0,138,138,0,158,158,0,157,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,585,0,0,0,0,585,585,0,0,0,0,585,585
27251400810,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,ANANDABAI KARVE PRATHMIK SCH,0,Operational,4,Pvt. Aided,2,Primary with Upper Primary,2,Girls,1,7,10,Marathi,0,0,0,0,61,61,0,61,61,0,63,63,0,65,65,0,60,60,0,59,59,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,310,0,110,110,0,420,420,0,0,0,0,420,420
27251400811,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,MAHILAASHRAM HIGH SCH JUN COL,0,Operational,4,Pvt. Aided,5,Up. Pr. Secondary and Higher Sec,2,Girls,5,12,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,311,311,0,368,368,0,396,396,0,667,667,0,666,666,0,629,629,0,617,617,0,534,534,0,311,311,0,1431,1431,0,1742,1742,0,2446,2446,0,4188,4188
27251400812,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,BLUE BIRD PRIMARY,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,5,10,Marathi,0,0,0,18,19,37,13,10,23,14,6,20,4,5,9,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,43,96,0,0,0,53,43,96,0,0,0,53,43,96
27251400813,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411058,SWAMI VIVEKANAND PRIMARY,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,0,0,0,4,2,6,5,7,12,6,3,9,12,0,12,12,3,15,9,2,11,15,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,15,54,24,5,29,63,20,83,0,0,0,63,20,83
27251400814,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,PRAGATI VIDYA MANDIR,0,Operational,19,Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,10,Marathi,25,21,46,10,8,18,15,14,29,11,6,17,20,4,24,16,8,24,8,2,10,10,8,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,40,112,18,10,28,90,50,140,0,0,0,90,50,140
27251400815,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,BLUE BIRD PRIMARY ENG,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,5,19,English,0,0,0,34,19,53,20,8,28,12,9,21,5,3,8,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,42,119,0,0,0,77,42,119,0,0,0,77,42,119
27251400816,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411058,ABHIMANYU ENGLISH MEDIUM,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,8,5,13,7,4,11,11,3,14,8,6,14,12,4,16,14,7,21,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,22,68,16,8,24,62,30,92,0,0,0,62,30,92
27251400817,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,JEEVAN VIDYA ENGLISH SCH,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,0,0,0,50,27,77,30,16,46,34,18,52,22,15,37,22,13,35,15,13,28,12,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,89,247,27,21,48,185,110,295,0,0,0,185,110,295
27251400818,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,BOMBAY CAMBRIDGE SCHOOL,0,Operational,20,Permanent Unaided,2,Primary with Upper Primary,3,Co-Education,1,7,19,English,8,6,14,17,11,28,17,9,26,13,11,24,10,12,22,9,4,13,0,0,0,5,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,47,113,5,4,9,71,51,122,0,0,0,71,51,122
27251400819,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,SIDDHIVINYAK JR. COLLEGE,0,Operational,20,Permanent Unaided,11,Higher Secondary only/Jr. College,2,Girls,11,12,19,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240,0,181,181,0,0,0,0,0,0,0,0,0,0,421,421,0,421,421
27251400820,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140010,Aundh CRC No. 10,411052,MAHARASHI KARVE MARATHI,0,Operational,4,Pvt. Aided,7,Upper Pr. and Secondary,3,Co-Education,5,10,10,Marathi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,19,54,41,24,65,36,15,51,88,62,150,64,58,122,37,28,65,0,0,0,0,0,0,35,19,54,165,101,266,200,120,320,101,86,187,301,206,507
27251400821,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,TREE HOUSE HIGH SCHOOL,0,Operational,8,Un-Recognised,1,Primary,3,Co-Education,1,4,19,English,0,0,0,29,19,48,12,8,20,13,10,23,8,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,45,107,0,0,0,62,45,107,0,0,0,62,45,107
27251400822,Urban,2012-13,272514,Aundh,272514008,HINGNE S. S. SANSTHA,Warje - Karve Nagar,2725140008,Aundh CRC No. 8,411052,ROSARY PRIMARY SCHOOL,0,Operational,8,Un-Recognised,1,Primary,3,Co-Education,1,4,19,English,0,0,0,13,6,19,3,2,5,12,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,12,40,0,0,0,28,12,40,0,0,0,28,12,40
